,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
43,0.718705378,28,0,0.17012561399999998,3661.0,4,0,0,0,1.0,0
44,0.368875933,68,0,1.91166529075,1.0,31,0,1,0,0.0,0
45,0.000602723,70,0,0.177787036,12597.5,12,0,1,0,2.0,0
46,0.061440132,62,0,0.011167837,3133.0,2,0,0,0,0.0,0
47,0.140110634,31,0,0.689370485,1937.0,4,0,2,0,0.0,0
48,0.834048027,38,0,0.393662026,12597.5,13,0,2,0,2.0,0
49,7.96e-05,70,0,0.256339661,6900.0,21,1,1,0,0.0,0
50,0.818977517,73,0,1.91166529075,0.0,9,0,1,1,0.0,0
51,0.728150491,31,0,0.824725092,3000.0,10,0,2,0,1.0,1
52,0.9999998999999999,62,0,0.0,5388.0,1,0,0,0,0.0,0
53,0.028562367,51,0,0.306381499,5750.0,5,0,1,0,0.0,0
54,0.9920159679999999,29,0,0.008064515999999999,2231.0,1,0,0,0,0.0,0
55,0.070853769,55,0,0.073147745,12597.5,4,0,1,0,0.0,0
56,0.454971915,46,1,0.016921775,12597.5,10,0,0,0,1.0,0
57,0.401199782,64,0,0.35125893700000005,3216.0,4,0,1,0,0.0,0
58,0.5411088039999999,43,0,1.91166529075,5388.0,3,0,1,0,2.0,0
59,0.655569945,35,0,0.261609907,5813.0,10,0,0,0,2.0,0
60,0.651603452,58,0,0.241135663,7783.0,11,0,1,0,0.0,0
61,0.027399502000000003,69,0,0.00803428,5600.0,3,0,0,0,0.0,0
62,0.10115582099999999,72,0,1.91166529075,5388.0,12,0,2,0,0.0,0
63,0.009788861999999999,46,0,1.051397656,3326.0,6,0,2,0,2.0,0
64,0.337520702,60,0,0.549877805,4500.0,10,0,2,0,0.0,0
65,0.0,67,0,0.540983607,3720.0,2,0,1,0,0.0,0
66,0.750873672,55,2,0.316416365,7723.0,17,0,1,0,1.0,0
67,0.006799093000000001,27,1,0.6810457520000001,764.0,3,0,0,0,0.0,0
68,0.0042640790000000005,31,0,0.11144427800000001,2000.0,6,1,0,0,2.0,0
69,0.26948375,64,0,0.16106176,9455.0,13,0,1,0,3.0,0
70,0.265898391,36,0,0.262611807,8384.0,6,0,2,0,1.0,0
71,0.142013011,67,0,1.91166529075,5388.0,7,0,2,0,0.0,0
72,0.827708197,56,0,0.369590815,6793.0,15,1,1,0,0.0,0
73,0.059668871,31,0,1.91166529075,0.0,11,0,2,0,1.0,0
74,0.13306279,49,1,0.182881653,10257.0,9,0,2,0,3.0,1
75,0.234218112,36,0,0.116614347,8600.0,19,0,0,0,3.0,0
76,0.12229593300000001,29,0,0.694646949,4800.0,5,0,1,0,0.0,0
77,0.46037631700000003,37,0,0.074155949,4975.0,6,0,0,0,0.0,0
78,0.335558577,69,0,0.270448637,12597.5,14,0,2,0,1.0,0
79,0.270522569,41,0,1.91166529075,1042.0,11,0,2,0,2.0,0
80,0.183316667,52,0,0.11113162300000001,10833.0,14,0,2,0,1.0,0
81,0.074861676,66,0,0.208842479,4500.0,3,0,1,0,0.0,0
82,0.017258976999999998,53,0,1.91166529075,12414.0,13,0,1,0,2.0,0
83,0.054497069,56,0,0.492021814,4950.0,18,0,2,0,0.0,0
84,0.029164236,31,0,0.395031809,3300.0,10,0,1,0,0.0,0
85,0.0,58,0,0.31614487399999996,4886.0,9,0,1,0,1.0,0
86,0.360509632,58,1,1.91166529075,5388.0,8,0,2,0,0.0,0
87,0.0037496879999999997,64,0,0.004061230999999999,3200.0,5,0,0,1,0.0,0
88,0.734477501,45,0,0.591477634,4716.0,13,0,2,0,2.0,1
89,0.08056416799999999,60,0,0.48728899700000006,4916.0,15,0,2,0,0.0,0
90,0.039387786,51,0,1.91166529075,0.0,7,0,0,0,0.0,0
91,0.023767432999999998,83,0,0.123797734,10500.0,13,0,0,0,0.0,0
92,0.784835658,52,0,1.91166529075,5388.0,10,0,2,1,0.0,0
93,0.888822236,34,0,0.368403802,3050.0,4,0,0,0,1.0,0
94,0.791173628,44,0,0.51241535,3100.0,5,0,1,0,0.0,0
95,0.24535301,37,0,0.288417167,6500.0,11,1,1,1,0.0,0
96,0.542242704,48,2,1.91166529075,5388.0,2,0,0,0,0.0,0
97,0.010531378999999999,57,0,0.280664917,5714.0,6,0,1,0,0.0,0
98,0.363199686,32,0,0.48052395700000006,2900.0,4,0,1,0,0.0,0
99,0.032617977,75,0,0.006799093000000001,7500.0,4,0,0,0,0.0,0
100,0.013024673999999998,61,0,1.91166529075,5388.0,4,0,0,0,0.0,0
101,0.019387778999999997,34,0,0.32591852,4000.0,9,0,1,0,0.0,0
102,0.634485057,52,0,0.138238573,2690.0,2,0,0,0,0.0,0
103,0.888008615,44,0,0.299246282,4908.0,8,0,0,0,1.0,0
104,0.0031088490000000003,57,0,0.258939285,8333.0,7,0,1,0,0.0,0
105,0.11483094099999999,46,0,0.026235802000000003,6250.0,6,0,0,0,3.0,0
106,0.018886792,80,0,0.0034787790000000004,10060.0,5,0,0,0,0.0,0
107,0.6354151570000001,32,0,0.519493502,3000.0,4,0,1,0,1.0,0
108,0.9999998999999999,62,0,0.664221287,8314.0,8,0,3,0,0.0,0
109,0.041257909,61,0,1.91166529075,5388.0,11,0,4,0,0.0,0
110,0.096737158,47,0,0.009748781,8000.0,2,0,0,0,2.0,0
111,0.31844615,58,0,1.3826291080000002,3833.0,26,0,4,0,0.0,0
112,0.18698753399999998,52,0,0.023993145,3500.0,4,0,0,0,0.0,0
113,0.006541851,68,0,0.108089191,10000.0,10,0,2,0,1.0,0
114,0.180972181,39,1,0.384441575,3097.0,7,0,1,0,3.0,0
115,0.00750765,74,0,1.91166529075,5388.0,4,0,0,0,0.0,0
116,0.06790706,46,0,0.149103029,10200.0,6,0,2,0,0.0,0
117,0.033461782,44,0,1.243362832,4067.0,5,0,2,0,1.0,0
118,0.0075205919999999996,68,0,1.91166529075,5388.0,4,0,0,0,0.0,0
119,0.015271802,68,0,0.12290366,8168.0,6,0,0,0,0.0,0
120,0.51712072,31,0,0.123752495,500.0,3,0,0,0,0.0,0
121,0.31797579600000003,34,0,0.297933792,4500.0,11,0,2,0,0.0,0
122,0.29759464199999996,67,0,0.239507959,4145.0,13,0,0,0,0.0,0
123,0.444837661,58,0,0.366545247,12597.5,9,0,2,1,4.0,0
124,0.277956679,39,0,1.91166529075,5388.0,9,0,2,0,0.0,0
125,0.003722015,58,0,0.63332301,3228.0,5,0,1,0,0.0,0
126,0.0,61,0,0.2226598,3300.0,14,0,1,0,0.0,0
127,0.0,59,0,0.218854341,12597.5,13,0,2,0,0.0,0
128,0.151912549,36,0,0.26639446699999997,12000.0,22,0,2,0,0.0,0
129,0.0,59,0,0.35169962200000005,4500.0,12,0,1,0,0.0,0
130,0.17572759300000002,43,1,1.91166529075,5388.0,4,0,1,0,0.0,0
131,0.011498563,77,0,0.001998002,1000.0,1,0,0,0,0.0,0
132,0.0,48,0,0.517468688,4550.0,7,0,2,0,0.0,0
133,0.163037489,81,0,0.086482558,2751.0,7,0,0,0,1.0,0
134,0.047311582000000005,51,0,0.10092034300000001,3150.0,5,0,0,0,0.0,0
135,0.083880003,53,0,0.19964753300000002,7943.0,8,0,1,0,0.0,0
136,0.08947834800000001,56,0,1.065901518,2700.0,11,0,1,0,2.0,0
137,0.773519223,63,0,1.129227053,4139.0,12,0,1,0,1.0,0
138,0.093962275,55,0,0.112051635,9450.0,6,0,2,0,0.0,0
139,0.21955042,54,0,0.315983758,5417.0,20,0,2,0,1.0,0
140,0.147996253,55,0,0.323088235,6799.0,5,0,1,0,0.0,0
141,0.5765185589999999,72,0,1.91166529075,5388.0,11,0,1,0,0.0,0
142,0.24387202100000002,53,0,0.534027778,8639.0,22,0,2,0,3.0,0
143,0.36248381799999996,27,0,1.91166529075,5388.0,4,0,0,0,0.0,0
144,0.116676791,31,0,0.34359379100000004,3800.0,7,0,1,0,0.0,0
145,0.9999998999999999,38,0,0.43369976,5821.0,7,0,1,0,4.0,0
146,0.496911825,40,0,0.452363811,12500.0,11,0,2,0,2.0,0
147,0.130902106,48,1,0.427882174,3937.0,17,0,1,0,0.0,0
148,0.54699881,50,0,0.7480719790000001,3500.0,9,0,2,0,3.0,0
149,0.072277109,34,0,0.025911708,2083.0,2,0,0,0,0.0,0
150,0.0,48,2,0.370876375,3000.0,14,0,1,0,5.0,0
151,0.175932019,57,1,0.655812625,3500.0,9,0,1,0,1.0,0
152,0.050789842,30,0,0.315171207,4000.0,4,0,1,0,1.0,0
153,0.0,28,0,0.144616356,3166.0,7,0,0,0,0.0,0
154,0.21286031,36,0,0.563752087,9583.0,10,0,2,0,1.0,0
155,0.012682366,60,0,0.412979783,6825.0,20,0,2,0,0.0,0
156,0.121557062,58,0,0.342971419,12000.0,23,0,2,0,4.0,0
157,0.040795358,49,0,0.801999355,3100.0,11,0,1,0,0.0,0
158,0.147712223,40,0,0.034847816000000004,6800.0,6,0,0,0,3.0,0
159,0.0,63,0,1.91166529075,5388.0,4,0,0,0,0.0,0
160,0.0,50,1,0.7265669929999999,3477.0,5,0,1,0,1.0,0
161,0.07077191099999999,38,0,1.91166529075,5388.0,6,0,1,0,0.0,0
162,1.046279103,47,1,1.104301274,5416.0,6,0,2,0,1.0,1
163,0.323719804,63,0,0.6108412670000001,5146.0,9,0,2,0,2.0,0
164,0.36459777,42,0,0.593899089,6916.0,7,0,3,0,0.0,0
165,0.637736406,54,2,1.91166529075,1875.0,9,0,2,0,0.0,0
166,0.081379827,63,0,1.91166529075,5388.0,8,0,1,0,0.0,0
167,0.020966389,29,0,1.91166529075,1.0,3,0,1,0,2.0,0
168,0.170103002,36,0,0.138461538,7734.0,8,0,0,0,0.0,0
169,0.7718456309999999,33,0,0.8524295140000001,5000.0,7,0,3,0,0.0,0
170,0.05538241,72,0,0.089091313,4500.0,4,0,0,0,0.0,0
171,0.9999998999999999,29,0,1.91166529075,5388.0,2,0,0,0,0.0,0
172,0.16653274,53,0,0.5436259489999999,7506.0,11,0,3,0,3.0,0
173,0.008632035,79,0,0.365151154,4200.0,9,0,1,0,0.0,0
174,0.13527952,58,0,0.342005076,9455.0,11,0,2,0,2.0,0
175,0.16757138900000002,69,0,0.330733853,5000.0,10,0,1,0,1.0,0
176,0.9999998999999999,69,0,0.0053191490000000004,2255.0,0,1,0,0,3.0,0
177,0.068335151,75,0,0.010927876000000001,10065.0,9,0,0,0,0.0,0
178,0.0,41,0,0.907538526,2400.0,6,0,1,0,0.0,0
179,0.946963874,35,0,1.91166529075,5388.0,6,0,1,0,1.0,1
180,0.405183973,46,0,0.667835346,7700.0,22,0,2,0,1.0,0
181,0.055549312999999996,65,0,1.91166529075,5388.0,6,0,1,0,1.0,0
182,0.676195456,55,0,0.436665827,3970.0,10,1,1,0,0.0,0
183,0.18498678699999999,55,4,1.91166529075,5388.0,11,0,1,0,0.0,0
184,0.08533829300000001,51,0,0.47750362799999996,6200.0,11,0,1,0,0.0,1
185,0.0,25,0,0.152896812,2916.0,3,0,0,1,0.0,1
186,0.7864854059999999,44,0,0.291709578,3883.0,7,2,0,2,1.0,1
187,0.0112096,86,0,1.91166529075,5388.0,3,0,0,0,0.0,0
188,0.03833451,56,0,0.43891221799999997,5000.0,7,0,2,0,0.0,0
189,0.714980139,55,0,0.47090194,12597.5,12,0,2,0,3.0,0
190,0.043032042,64,0,0.33201638899999997,6833.0,14,0,2,0,0.0,0
191,1.095083357,53,5,0.536703799,3500.0,7,1,1,2,0.0,0
192,0.0,49,0,1.91166529075,5388.0,11,0,1,0,0.0,0
193,0.9999998999999999,55,0,0.156259612,3250.0,5,0,0,0,4.0,0
194,0.101430135,80,1,0.016196761,5000.0,9,0,0,0,0.0,0
195,0.025892468999999998,38,0,1.91166529075,1.0,13,0,0,0,2.0,1
196,0.7621585609999999,44,4,0.22446550199999998,12597.5,5,0,1,0,3.0,0
197,0.231692268,40,0,0.119660709,3300.0,7,0,0,0,0.0,0
198,0.114869499,35,0,1.91166529075,5388.0,6,0,0,0,0.0,0
199,0.035489848,69,0,0.308438695,3400.0,9,0,1,0,0.0,0
200,0.045423864,64,0,0.18131128600000002,5200.0,4,0,1,0,0.0,0
201,0.311954668,61,0,0.269281443,9866.0,12,0,2,0,2.0,0
202,0.07873891599999999,46,0,0.166215372,4800.0,6,0,1,0,4.0,0
203,0.137609462,49,0,0.42953389200000003,7272.0,11,0,2,0,0.0,0
204,0.030173038,64,0,0.17386957,9000.0,8,0,1,0,0.0,0
205,0.021978375,40,0,0.44375562399999996,10000.0,12,0,5,0,2.0,0
206,0.443696851,27,0,0.024340075,5833.0,4,0,0,0,0.0,0
207,0.007506793,60,0,1.91166529075,5388.0,8,0,1,0,1.0,0
208,0.046640327999999995,92,1,0.034326669,2650.0,13,0,0,0,0.0,0
209,0.29236594899999996,50,0,0.420180551,8750.0,8,0,2,0,0.0,0
210,0.20808276,64,0,1.91166529075,5388.0,14,0,2,0,0.0,0
211,0.9999998999999999,66,1,0.358101135,1937.0,4,1,0,0,0.0,0
212,0.013500824,53,0,0.183464028,12597.5,8,0,1,0,2.0,0
213,0.9999998999999999,62,0,0.04965839,6000.0,1,0,0,0,0.0,0
214,0.655316473,63,0,1.91166529075,5388.0,19,0,2,0,0.0,1
215,0.9999998999999999,50,2,1.91166529075,5388.0,4,0,1,0,0.0,0
216,0.028113957000000002,61,0,0.031349387,2200.0,12,0,0,0,0.0,0
217,0.22269620699999998,42,0,1.91166529075,1.0,3,0,1,0,2.0,0
218,0.593985244,63,0,0.332698534,5250.0,4,0,2,0,0.0,0
219,0.017508178,73,1,0.13558915300000002,4166.0,12,0,1,0,0.0,0
220,0.611865678,72,0,0.04578345,7600.0,3,0,1,0,0.0,0
221,0.333060631,52,3,0.7001533740000001,5215.0,15,0,2,1,0.0,0
222,0.009025178,45,0,0.376836435,8167.0,4,0,1,0,2.0,0
223,0.260271523,44,0,0.29685480399999997,6962.0,11,0,1,0,0.0,0
224,0.455950788,63,1,0.701766078,6001.0,19,0,2,0,0.0,0
225,0.080288098,37,0,0.322446259,6000.0,7,0,1,0,0.0,0
226,1.9534883719999998,38,0,0.153500141,3556.0,5,0,0,0,2.0,1
227,0.181557324,36,0,0.56071964,2000.0,7,0,1,0,1.0,0
228,0.147123525,41,0,0.43602562100000003,6400.0,5,0,1,0,2.0,0
229,0.025601772000000002,63,1,0.262773723,10000.0,8,0,1,0,0.0,0
230,0.0,76,0,0.002465931,7704.0,3,0,0,0,0.0,0
231,0.196372799,43,0,0.5374855820000001,2600.0,10,0,1,0,0.0,0
232,0.08394524199999999,64,0,0.588073078,2900.0,6,0,1,0,0.0,0
233,0.034833091000000004,67,0,0.46024618700000003,12597.5,9,0,2,0,0.0,0
234,0.787522133,52,0,0.353860086,4416.0,12,0,0,0,1.0,0
235,0.0,66,0,1.91166529075,5388.0,8,0,1,0,0.0,0
236,0.125429152,55,0,0.476704659,5000.0,3,0,2,0,0.0,0
237,0.06037487,42,0,0.578676723,5833.0,17,0,2,0,2.0,0
238,0.9999998999999999,28,0,0.0,5388.0,0,0,0,0,0.0,0
239,0.295928252,47,0,0.283765445,12597.5,6,0,2,0,1.0,0
240,0.973339258,61,1,0.209961825,5500.0,11,0,0,1,1.0,1
241,0.002856735,73,0,0.000285687,10500.0,10,0,0,0,0.0,0
242,0.8775648970000001,58,0,1.91166529075,5388.0,10,0,2,0,0.0,0
243,0.9999998999999999,68,0,0.040493251,6000.0,0,0,0,0,0.0,0
244,0.053431552,41,0,0.20364404,9000.0,3,0,1,0,0.0,0
245,0.732660667,44,2,0.14041952,9200.0,15,0,1,0,0.0,0
246,0.08422045800000001,42,0,0.45855115799999996,6694.0,26,0,2,0,4.0,0
247,0.114561798,40,0,0.359964004,10000.0,20,0,2,0,2.0,0
248,0.012151003,78,0,0.008886914000000001,4500.0,12,0,0,0,0.0,0
249,0.08131073700000001,81,0,0.165566887,3333.0,4,0,0,0,0.0,0
250,0.09811305,49,0,0.257017809,6625.0,9,0,2,0,0.0,0
251,1.048210842,58,7,0.151956584,3500.0,12,0,0,0,0.0,1
252,0.011883886000000001,54,0,0.092913547,9750.0,8,0,1,0,2.0,0
253,0.75264947,33,1,0.058322869000000006,7166.0,6,0,0,0,0.0,0
254,0.112321289,53,0,0.266909775,8500.0,9,0,1,0,5.0,0
255,0.0,23,0,0.0,1725.0,1,0,0,0,0.0,0
256,0.6343270560000001,49,1,0.123125125,12597.5,7,0,0,0,1.0,0
257,0.15576324,44,0,0.278077082,4825.0,4,0,1,0,2.0,0
258,0.0,63,0,0.007988921999999999,9387.0,9,0,0,0,0.0,0
259,0.09061488699999999,42,0,1.91166529075,5388.0,5,0,0,0,0.0,0
260,0.034645112,65,0,0.125189985,12500.0,4,0,1,0,1.0,0
261,0.027446382999999998,54,0,1.91166529075,5388.0,6,0,1,0,0.0,0
262,0.41239862200000005,28,0,0.037259615,4991.0,5,0,0,0,0.0,0
263,0.024670782000000002,78,0,1.91166529075,5388.0,6,0,1,0,0.0,0
264,0.046710960999999995,66,0,1.117952819,2500.0,12,0,1,0,0.0,0
265,0.976531824,32,0,0.264078812,6800.0,6,0,0,0,2.0,0
266,0.007982621,43,1,0.009691169,12597.5,11,0,1,0,1.0,0
267,0.267541336,59,0,0.637607437,5700.0,13,0,2,0,1.0,0
268,0.019779326,76,0,0.267149259,2900.0,9,0,0,0,0.0,0
269,0.010402205,68,0,0.09414051699999999,3600.0,6,0,1,0,0.0,0
270,0.9999998999999999,61,0,0.529548989,1285.0,3,0,1,0,0.0,0
271,0.029816467000000003,68,0,0.175139978,4464.0,12,0,1,0,1.0,0
272,0.181713732,57,0,0.130453416,11666.0,17,0,1,0,1.0,0
273,0.051368557,68,0,0.44527736100000004,4668.0,10,0,1,0,2.0,0
274,0.29264536,57,0,0.20592788399999998,12597.5,11,0,2,0,3.0,0
275,0.22082371899999997,46,1,0.637749121,1705.0,5,0,0,0,0.0,1
276,0.008099838,69,0,0.389895596,8332.0,3,0,1,0,0.0,0
277,0.0,44,0,0.32638368100000004,6666.0,4,0,2,0,1.0,0
278,0.006099797,28,0,0.139429485,3750.0,8,0,0,0,0.0,0
279,0.909538698,53,1,0.5956539129999999,7500.0,16,0,1,0,1.0,0
280,0.941072508,40,0,0.178184282,8855.0,9,0,1,0,0.0,0
281,0.991667222,36,1,0.554878049,5411.0,10,0,2,0,1.0,0
282,0.6914884179999999,42,0,0.272721679,12597.5,11,0,1,0,1.0,0
283,0.11285525800000001,64,0,0.307576329,2652.0,6,0,1,0,0.0,0
284,0.260971034,57,0,1.91166529075,5388.0,16,0,3,0,0.0,0
285,0.048244493,62,0,0.26287915300000003,12597.5,11,0,1,0,1.0,0
286,0.9999998999999999,47,0,0.092163472,9493.0,2,2,0,1,0.0,0
287,0.9999998999999999,62,0,0.0,5480.0,3,0,0,0,0.0,0
288,0.074256375,49,0,0.34793041399999997,5000.0,11,0,2,0,3.0,0
289,0.14487840800000001,66,0,0.28446242,8900.0,9,0,1,0,0.0,0
290,0.19100193199999999,54,0,0.7056277059999999,5081.0,10,0,2,0,2.0,0
291,0.21938287899999998,56,1,1.91166529075,5388.0,9,0,1,0,1.0,0
292,0.679813777,83,0,0.6895897559999999,4216.0,6,0,2,0,0.0,0
293,2340.0,45,0,0.339332853,8333.0,7,0,2,0,2.0,0
294,0.371875401,29,0,0.53628857,2300.0,9,0,1,0,3.0,0
295,0.025856407999999997,67,0,0.083799311,12597.5,13,0,1,0,0.0,0
296,0.547887778,29,1,0.24651504,2725.0,5,0,0,1,0.0,0
297,0.271668778,46,1,0.282830201,12597.5,14,0,2,0,4.0,0
298,0.085152475,25,0,1.91166529075,0.0,5,0,0,0,0.0,0
299,0.897203427,68,0,0.7878030490000001,4000.0,8,0,2,0,0.0,0
300,0.25889775,33,0,0.537441339,4900.0,3,0,1,0,1.0,0
301,0.0,55,1,0.03988553,5590.0,8,0,0,0,0.0,0
302,0.035940506000000004,46,0,0.271186441,6666.0,10,0,1,0,3.0,0
303,0.9999998999999999,66,0,0.04663391099999999,11600.0,2,0,0,0,1.0,0
304,0.465238835,66,0,0.39142767100000003,3172.0,8,1,1,0,0.0,0
305,0.8654230509999999,48,0,0.07584830299999999,500.0,1,0,0,0,0.0,0
306,0.6964116709999999,52,0,0.408871921,11000.0,11,0,1,0,4.0,0
307,0.5444976579999999,32,1,0.166766647,6667.0,5,1,0,0,0.0,0
308,0.081238383,51,0,0.066830086,7750.0,14,0,0,0,2.0,0
309,0.9487628090000001,27,0,0.144948404,4166.0,5,0,0,0,0.0,0
310,0.0,32,2,0.463610776,7460.0,10,0,1,1,0.0,0
311,0.016598893,30,0,0.13657561599999998,1500.0,5,0,0,0,0.0,0
312,0.063329564,37,0,0.329935275,6179.0,6,0,1,0,3.0,0
313,0.093638481,49,0,0.042836572999999996,8333.0,10,0,0,0,1.0,0
314,0.0,37,0,0.184027338,7900.0,5,0,1,0,5.0,0
315,0.730271957,36,1,0.632794037,5500.0,10,0,2,0,0.0,0
316,0.42637114200000004,62,1,0.406053995,3666.0,15,0,1,0,0.0,0
317,0.948978489,57,0,0.043744532,8000.0,3,0,0,0,1.0,0
318,0.0,59,0,0.0,4200.0,7,0,0,0,1.0,0
319,1.00264667,38,2,0.472542946,3550.0,8,1,0,1,4.0,0
320,0.0164781,92,0,1.91166529075,5388.0,3,0,0,0,0.0,0
321,0.042606843,58,0,1.91166529075,5388.0,13,0,3,0,0.0,0
322,0.022890604,37,0,0.28847729899999996,6100.0,16,0,1,0,0.0,0
323,0.283821988,63,0,0.7502008029999999,1244.0,9,0,0,0,0.0,0
324,0.319779462,32,0,1.247340213,12500.0,12,0,8,0,0.0,0
325,0.155240525,52,0,0.483518065,6946.0,15,0,2,0,1.0,0
326,0.013115183,43,0,1.91166529075,0.0,21,0,2,0,2.0,0
327,0.067259209,29,1,0.168340507,2090.0,3,0,0,0,0.0,0
328,0.284236153,45,1,0.318890815,7500.0,9,0,1,0,2.0,0
329,0.727560021,38,0,0.7124587459999999,2423.0,6,0,1,0,1.0,0
330,0.6877790970000001,62,0,0.24947116100000002,7090.0,15,0,0,0,0.0,0
331,0.9999998999999999,29,0,0.0,5388.0,0,0,0,0,0.0,0
332,0.033708851,41,0,0.40870635299999997,6500.0,9,0,1,0,2.0,0
333,0.0,29,0,0.193935355,3000.0,7,0,0,0,0.0,0
334,0.03719769,47,0,0.03975841,12597.5,11,0,1,0,3.0,1
335,0.0,55,1,0.388320836,4400.0,4,0,2,0,1.0,0
336,0.053589282,87,0,0.001534331,5213.0,4,0,0,0,0.0,0
337,0.100773109,41,0,0.199761673,9230.0,7,0,1,0,0.0,0
338,0.0,61,0,1.3949671769999998,913.0,11,0,2,0,0.0,0
339,0.399946674,28,0,0.18970257399999998,4000.0,6,0,0,0,1.0,0
340,0.052653171,43,0,0.5722921910000001,1984.0,9,0,0,0,4.0,0
341,0.072318616,71,0,0.42641246200000005,4300.0,8,0,2,0,1.0,0
342,0.203959597,46,0,0.072914726,12597.5,6,0,1,0,2.0,0
343,0.9999998999999999,30,0,0.090341011,5600.0,1,0,0,0,0.0,0
344,0.880370887,43,0,0.46132376399999997,7523.0,6,0,1,0,1.0,1
345,0.429246267,59,0,0.38125431600000004,12597.5,17,0,1,0,1.0,0
346,0.0,47,0,1.91166529075,5388.0,2,0,1,0,1.0,0
347,0.049529205,61,0,1.91166529075,5388.0,15,0,0,0,0.0,0
348,0.36090757100000004,72,0,0.35667928600000004,3697.0,6,0,1,0,0.0,0
349,0.335737457,50,0,0.45722203,5773.0,9,0,1,0,1.0,0
350,0.635720859,68,1,0.21807127699999998,12597.5,27,0,3,0,0.0,1
351,0.0,58,0,1.91166529075,5388.0,20,0,5,0,0.0,0
352,0.507972665,69,2,0.193935355,3000.0,10,2,0,2,0.0,0
353,0.24584166600000001,71,0,1.91166529075,5388.0,5,0,0,0,0.0,0
354,0.953343701,48,2,1.91166529075,5388.0,5,1,2,2,0.0,1
